"ID","AppStore","PriceSensitive","WhyDownload","Gender","Age","Nationality","Education","YearsEdu","Occupation","Currency","HH.Income"
"331","Not sure",NA,NA,"Female","29","French","3","17","Edu, Trng & Lib","EUR","4"
"332","Nokia","Yes","shazam","Female","39","Italian","3","16","Production","EUR","3"
"333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Samsung","Yes","<U+6124><U+6012><U+7684><U+5C0F><U+9E21>","Male","23","Chinese","5","18","Arch & Eng","CNY","10"
"335","Samsung",NA,NA,"Female","40","Brazillian","3","12","Sales","BRL","1"
"336","iOS",NA,"<U+9AD8><U+5FB7><U+5BFC><U+822A>","Female","25","Chinese","5","18","Transport","CNY","8"
"337","Android",NA,"ps3 trophies","Male","32","Australian","2","13","Sales","AUD","6"
"338","Android",NA,"Quickoffice","Male","33","Brazillian","1","7","Constrn & Ext","BRL","4"
"339","Android",NA,"IMAGENES FONDO","Male","23","Mexican","2","15","Student","MXN","2"
"340","Android","Yes",NA,"Female","19","German","3","13","Student","EUR","1"
"341","Blackberry","Yes","Photo Studio pro","Female","32","Other","6","26","Student","GBP","3"
"342","Nokia","Yes","Video","Female","39","Italian","3","13","Prsn Care & Svcs","EUR","3"
"343","Nokia","Yes",NA,"Female","21","Indian","5","18","Student","INR","4"
"344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Android","Yes",NA,"Male","18","American","2","14","Student","USD","1"
"346","Android","Yes",NA,"Female","45","Italian","6","20","Comp & Math","EUR","5"
"347","iOS",NA,"non ricordo","Female","40","Italian","7","20","Mgmt","EUR","1"
"348","iOS","Yes","Gangstar","Male","18","German","3","12","Student","EUR","3"
"349","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Android","Yes","Google Play Movies and TV","Male","17","German","3","12","Cmty & Soc Svcs","EUR","1"
"352","Android","Yes",NA,"Female","34","British","2","10","Sales","GBP","3"
"353","Nokia",NA,"Debt Manage","Male","45","Russian","6","20","Biz & Fin Ops","USD","5"
"354","Samsung",NA,NA,"Female","40","Russian","3","16","Mgmt","RUB","6"
"355","iOS","Yes","Harry Potter LEGO","Female","17","Australian","2","12","Student","AUD","Prefer not to say"
"356","iOS","Yes","iphoto","Female","26","Chinese","6","20","Legal","CNY","8"
"357","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Android","Yes",NA,"Female","19","Spanish","5","17","Student","EUR","1"
"360","Blackberry",NA,"voipbuster for blackberry (Voip)","Male","39","Spanish","6","18","Constrn & Ext","EUR","3"
"361","Nokia","Yes",NA,"Male","21","Indian","3","16","Student","INR","8"
"362","Samsung",NA,"PREGNANCY APP","Female","30","British","2","15","Off & Admin Sup","GBP","4"
"363","iOS","Yes","Shazam","Male","29","Mexican","5","24","Legal","MXN","4"
"364","iOS","Yes","facebook","Male","28","Spanish","3","16","Sales","EUR","3"
"365","Nokia",NA,"OVI","Male","28","Indian","5","15","Production","INR","4"
"366","Nokia",NA,"<U+5730><U+4E0B><U+57CE><U+4E0E><U+52C7><U+58EB>","Male","29","Chinese","5","18","Comp & Math","CNY","9"
"367","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Android","Yes",NA,"Male","32","Spanish","2","12","Production","EUR","3"
"369","Not sure",NA,"<U+043D><U+0435> <U+0437><U+043D><U+0430><U+044E>","Female","50","Russian","2","14","Transport","RUB","3"
"370","iOS","Yes","Vocabolario traccani","Female","34","Italian","3","13","Sales","EUR","4"
"371","iOS","Yes","iTunes","Female","36","Australian","3","16","Student","AUD","3"
"372","Nokia","Yes","antivirus, juegos,libros,musica","Male","55","Other","6","19","Inst, Maint & Repair","EUR","2"
"373","Android",NA,"aplicacion de bloquear","Male","24","Other","1","6","AFF","Other","1"
"374","Samsung",NA,NA,"Female","33","Brazillian","3","16","AFF","BRL","4"
"375","Samsung","Yes","recarga","Female","32","Mexican","5","24","Food Prep & Srv","MXN","1"
"376","Samsung",NA,"<U+4E07><U+82B1><U+7B52>","Male","20","Chinese","5","15","Off & Admin Sup","CNY","9"
"377","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Nokia","Yes","A Bíblia em java","Male","33","Brazillian","8","13","Inst, Maint & Repair","BRL","1"
"379","Samsung","Yes","<U+042F><U+043D><U+0434><U+0435><U+043A><U+0441> <U+043A><U+0430><U+0440><U+0442><U+044B>","Female","46","Russian","3","20","Cmty & Soc Svcs","RUB","3"
"380","Nokia","Yes",NA,"Female","36","Mexican","1","12","Healthcare Pract & Tech","MXN","Prefer not to say"
"381","Windows","Yes","WloframAlpha [original version on IOS]","Male","45","American","5","18","Mgmt","USD","7"
"382","Android","Yes",NA,"Female","19","German","4","14","Food Prep & Srv","EUR","2"
"383","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Nokia",NA,NA,"Male","20","Indian","5","16","Student","INR","3"
"385","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","Nokia","Yes","google","Male","21","Indian","5","4","Arch & Eng","INR","6"
"387","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Nokia","Yes","Angry birds","Female","40","Italian","6","18","Off & Admin Sup","EUR","7"
"390","Nokia","Yes",NA,"Male","29","Brazillian","3","20","Military","BRL","Prefer not to say"
"391","iOS","Yes","donde esta mi agua","Male","18","Spanish","3","13","Inst, Maint & Repair","EUR","3"
"392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","iOS",NA,NA,"Male","17","Brazillian","2","12","Off & Admin Sup","BRL","10"
"394","Nokia",NA,"<U+6765><U+7535><U+901A>","Male","35","Chinese","5","18","Mgmt","CNY","11"
"395","Android","Yes",NA,"Female","37","Other","3","18","Cmty & Soc Svcs","EUR","3"
"396","Android",NA,NA,"Male","18","Indian","2","10","Arts, Entmt & Sports","INR","4"
"397","Nokia",NA,"non so","Female","39","Italian","2","8","Edu, Trng & Lib","EUR","Prefer not to say"
"398","Samsung","Yes",NA,"Female","25","British","5","18","Edu, Trng & Lib","GBP","5"
"399","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Blackberry","Yes",NA,"Female","17","German","2","14","Student","EUR","1"
"401","Samsung",NA,"<U+043E><U+043F><U+0435><U+0440><U+0430> <U+043C><U+0438><U+043D><U+0438> 10","Female","46","Russian","4","11","Military","RUB","8"
"402","Android","Yes",NA,"Female","14","Spanish","2","9","Student","EUR","Prefer not to say"
"403","Android","Yes","my phone explorer","Female","45","Italian","5","17","Healthcare Pract & Tech","EUR","4"
"404","Windows",NA,"Google Play Store","Male","34","Chinese","5","19","Comp & Math","CNY","9"
"405","iOS",NA,"600 euros","Male","18","Spanish","5","15","Biz & Fin Ops","MXN","7"
"406","Android","Yes",NA,"Male","50","Mexican","4","17","Arts, Entmt & Sports","MXN","5"
"407","Nokia","Yes",NA,"Female","40","Russian","4","17","Production","RUB","1"
"408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Android",NA,"FRUIT NINJAS","Female","38","Indian","6","17","Off & Admin Sup","INR","10"
"410","Blackberry",NA,"black star","Male","43","Italian","4","19","Comp & Math","EUR","6"
"411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Blackberry","Yes","shazam","Male","39","Other","5","18","Protective Svcs","EUR","5"
"414","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Nokia","Yes","games FISH","Female","40","Brazillian","2","12","Mgmt","BRL","3"
"416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Not sure",NA,NA,"Male","25","German","4","0","Student","EUR","Prefer not to say"
"418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Android","Yes",NA,"Male","19","German","2","14","Production","EUR","1"
"420","Nokia","Yes","nokia","Female","27","French","4","20","Student","EUR","1"
"421","Android",NA,NA,"Male","41","Canadian","2","11","Off & Admin Sup","CAD","7"
"422","Blackberry","Yes",NA,"Male","20","British","3","15","Student","GBP","1"
"423","Android","Yes",NA,"Male","21","British","5","16","Student","GBP","2"
"424","Android",NA,NA,"Female","18","Other","3","12","Sales","EUR","1"
"425","iOS","Yes","Fahrschulapp","Male","17","German","2","12","Edu, Trng & Lib","EUR","Prefer not to say"
"426","Android","Yes","Offise","Male","42","Russian","3","17","Inst, Maint & Repair","RUB","3"
"427","iOS","Yes","Lettris","Female","47","French","7","19","Mgmt","EUR","8"
"428","Blackberry","Yes","no lo recuerdo","Male","26","Mexican","5","19","Legal","MXN","4"
"429","iOS",NA,NA,"Female","23","Other","5","18","Arts, Entmt & Sports","GBP","1"
"430","Blackberry","Yes",NA,"Female","17","German","3","15","Student","EUR","1"
"431","iOS","Yes","traductor","Male","22","Mexican","5","17","Student","MXN","9"
"432","Android",NA,NA,"Male","33","Brazillian","2","8","Mgmt","BRL","1"
"433","Android",NA,NA,"Male","22","Indian","6","20","Student","INR","3"
"434","iOS","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","iOS","Yes","NetApp Filer","Male","24","Other","4","15","Arch & Eng","Other","1"
"436","Android",NA,"0","Female","23","Chinese","6","18","Student","CNY","2"
"437","Blackberry","Yes",NA,"Female","18","British","2","14","Food Prep & Srv","GBP","Prefer not to say"
"438","Samsung",NA,NA,"Female","17","German","3","11","Student","EUR","Prefer not to say"
"439","Android",NA,"NOVA","Male","25","German","2","10","Food Prep & Srv","EUR","Prefer not to say"
"440","Nokia",NA,NA,"Male","28","Brazillian","2","14","Transport","BRL","2"
"441","Android","Yes",NA,"Female","15","British","2","11","Student","GBP","3"
"442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Android","Yes",NA,"Male","19","Other","2","14","Healthcare Sup","GBP","1"
"446","Not sure",NA,"não faço isso","Male","41","Brazillian","8","16","Other","BRL","8"
"447","Android",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","iOS","Yes",NA,"Male","21","Other","2","16","Student","Other","2"
"451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Android","Yes","simcity","Female","24","French","4","14","Production","EUR","4"
"454","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","iOS","Yes",NA,"Female","17","British","2","15","Student","GBP","Prefer not to say"
"456","Android","Yes","Minecraft","Male","17","French","2","12","Arts, Entmt & Sports","EUR","Prefer not to say"
"457","Android","Yes",NA,"Female","36","Spanish","5","21","Healthcare Sup","EUR","4"
"458","Android",NA,"Swiftkey 3","Male","28","German","3","13","Sales","EUR","3"
"459","Android","Yes",NA,"Male","34","Italian","3","16","Cmty & Soc Svcs","EUR","7"
"460","Android",NA,NA,"Male","16","German","2","10","Edu, Trng & Lib","EUR","Prefer not to say"
"461","Blackberry","Yes","Games and Puzzles","Female","22","British","5","17","Student","GBP","3"
"462","Android",NA,NA,"Female","16","German","2","11","Student","EUR","Prefer not to say"
"463","iOS","Yes","Wheel of Fortune","Female","24","American","6","21","Biz & Fin Ops","USD","6"
"464","Blackberry",NA,NA,"Female","32","French","3","14","AFF","EUR","3"
"465","Samsung","Yes","mon suivi grossesse","Female","26","French","4","16","Mgmt","EUR","4"
"466","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Windows","Yes","Jet Car Stunts WP","Male","18","British","2","13","Student","GBP","2"
"468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Android",NA,"JUEGOS EN hD","Male","41","Mexican","5","20","Comp & Math","MXN","3"
"470","Samsung","Yes","Doom 3","Male","39","Italian","5","20","Off & Admin Sup","EUR","3"
"471","Samsung","Yes","0","Female","24","French","2","9","Food Prep & Srv","EUR","2"
"472","Android",NA,"ivenio carmen","Male","41","Spanish","5","20","Mgmt","EUR","Prefer not to say"
"473","Android",NA,NA,"Female","42","British","5","20","Edu, Trng & Lib","GBP","5"
"474","Android","Yes",NA,"Female","24","Brazillian","5","19","Off & Admin Sup","BRL","1"
"475","Android","Yes","Aucune","Male","22","French","5","20","Comp & Math","EUR","1"
"476","iOS","Yes","pages, numbers","Male","40","Mexican","5","20","Comp & Math","MXN","5"
"477","Samsung",NA,NA,"Female","34","Italian","6","20","Off & Admin Sup","EUR","1"
"478","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Blackberry","Yes","juegos","Female","33","Spanish","4","16","Bldg & Grnd Clng","EUR","3"
"480","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Android",NA,NA,"Female","29","Spanish","5","23","Edu, Trng & Lib","EUR","2"
"482","iOS",NA,NA,"Female","34","German","2","18","Prsn Care & Svcs","EUR","5"
"483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","iOS","Yes","Watsapp","Female","28","British","4","14","Off & Admin Sup","GBP","2"
"485","Android",NA,NA,"Male","38","Spanish","4","12","Transport","EUR","4"
"486","iOS","Yes",NA,"Female","18","German","2","12","Student","EUR","Prefer not to say"
"487","iOS","Yes",NA,"Female","57","Australian","6","20","Healthcare Pract & Tech","AUD","7"
"488","Nokia","Yes","no lo recuerdo","Female","29","Spanish","5","19","Edu, Trng & Lib","EUR","Prefer not to say"
"489","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Android",NA,NA,"Female","50","Other","2","6","Prsn Care & Svcs","EUR","2"
"491","Nokia",NA,NA,"Male","34","Spanish","1","30","Sales","EUR","3"
"492","Samsung","Yes",NA,"Female","32","Italian","3","13","Student","EUR","Prefer not to say"
"493","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Android","Yes",NA,"Female","22","German","2","16","Edu, Trng & Lib","EUR","2"
"496","Android","Yes","galaxy updater full","Male","35","Brazillian","5","18","Healthcare Pract & Tech","BRL","8"
"497","Samsung","Yes","angry birds","Male","22","French","5","18","Student","EUR","2"
"498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Android",NA,NA,"Male","41","British","2","11","Arts, Entmt & Sports","GBP","3"
"501","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Android","Yes",NA,"Female","24","American","5","17","Protective Svcs","USD","5"
"503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","iOS","Yes","TUNEUP UTILITIES","Male","56","Spanish","5","20","Edu, Trng & Lib","EUR","7"
"505","Android","Yes",NA,"Female","54","German","4","15","Prsn Care & Svcs","EUR","3"
"506","Android","Yes","haboo","Male","44","Brazillian","2","8","Protective Svcs","BRL","3"
"507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Android",NA,NA,"Male","46","Spanish","4","14","Inst, Maint & Repair","EUR","4"
"510","Android","Yes",NA,"Female","30","Spanish","5","17","Food Prep & Srv","USD","4"
"511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Samsung",NA,NA,"Male","22","French","5","18","Student","EUR","2"
"513","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Android","Yes","VKSaver","Female","40","Russian","5","13","Sales","RUB","4"
"515","Windows","Yes","<U+041E><U+043F><U+0435><U+0440><U+0430>. Ad aware see.","Male","48","Russian","4","1","Constrn & Ext","RUB","1"
"516","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Samsung","Yes","weiß ich nicht mehr","Female","34","German","2","13","Legal","EUR","1"
"518","Nokia",NA,NA,"Female","31","Italian","5","15","Life, Phys & Soc Sci","EUR","3"
"519","Nokia",NA,NA,"Male","18","Italian","2","13","Student","EUR","2"
"520","Nokia","Yes",NA,"Female","33","Other","3","12","Cmty & Soc Svcs","EUR","1"
"521","Android","Yes","window vista","Female","27","Mexican","2","15","Biz & Fin Ops","MXN","8"
"522","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Nokia",NA,"Shazam","Female","41","Spanish","6","17","Edu, Trng & Lib","EUR","4"
"524","Blackberry","Yes",NA,"Female","16","Spanish","3","14","Military","BRL","1"
"525","Blackberry","Yes",NA,"Female","24","French","3","14","Healthcare Sup","EUR","3"
"526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","iOS","Yes",NA,"Male","16","British","2","12","Student","GBP","Prefer not to say"
"528","Nokia","Yes",NA,"Male","40","Italian","6","20","Prsn Care & Svcs","EUR","1"
"529","Blackberry",NA,"Trivial Pursuit","Female","31","British","5","15","Off & Admin Sup","GBP","5"
"530","Nokia",NA,NA,"Female","72","German","4","15","Healthcare Pract & Tech","EUR","3"
"531","Android",NA,NA,"Female","25","Mexican","2","15","Sales","MXN","3"
"532","Nokia",NA,"Order and Chaos Online","Female","17","Australian","1","12","Arts, Entmt & Sports","AUD","6"
"533","iOS","Yes",NA,"Female","24","American","5","17","Off & Admin Sup","USD","1"
"534","Android",NA,NA,"Female","17","British","2","12","Student","GBP","Prefer not to say"
"535","Windows","Yes","worms","Female","23","British","3","18","Edu, Trng & Lib","GBP","5"
"536","Samsung",NA,NA,"Female","32","Italian","6","19","Edu, Trng & Lib","EUR","1"
"537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Android",NA,NA,"Female","41","Russian","4","14","Biz & Fin Ops","RUB","4"
"539","Android",NA,NA,"Female","34","Spanish","4","14","Edu, Trng & Lib","EUR","3"
"540","Nokia",NA,NA,"Male","36","Other","2","13","Inst, Maint & Repair","Other","2"
"541","iOS","Yes","Non ricordo","Female","34","Italian","3","13","Other","EUR","Prefer not to say"
"542","Android",NA,NA,"Male","20","Brazillian","2","14","Transport","BRL","3"
"543","Nokia",NA,"abc radio darwin","Male","51","Australian","2","15","AFF","AUD","4"
"544","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","iOS","Yes","whatsapp","Male","25","Mexican","5","19","Off & Admin Sup","MXN","5"
"546","Android",NA,"swiftkey 3","Male","20","Mexican","2","10","Prsn Care & Svcs","USD","5"
"547","iOS","Yes",NA,"Female","27","British","3","13","Off & Admin Sup","GBP","3"
"548","Android","Yes","Angry Birds Space","Female","53","American","6","18","Arch & Eng","USD","6"
"549","iOS","Yes","ibookautor","Female","42","Spanish","6","23","Arts, Entmt & Sports","EUR","5"
"550","Android",NA,NA,"Male","31","Spanish","4","20","Sales","EUR","4"
"551","Blackberry","Yes","dora la exploradora","Female","33","Mexican","5","18","Healthcare Pract & Tech","MXN","4"
"552","Android",NA,NA,"Female","24","French","3","16","Off & Admin Sup","EUR","1"
"553","Android","Yes",NA,"Female","16","British","2","12","Sales","GBP","Prefer not to say"
"554","iOS","Yes","non ricordo","Female","22","Italian","5","16","Student","EUR","7"
"555","Samsung","Yes",NA,"Male","35","Brazillian","3","23","Sales","BRL","1"
"556","Nokia",NA,"non ricordo","Female","42","Italian","6","20","Mgmt","EUR","5"
"557","Android","Yes",NA,"Female","29","German","4","15","Healthcare Pract & Tech","EUR","3"
"558","Android",NA,"0","Female","57","Brazillian","6","26","Legal","BRL","2"
"559","Nokia",NA,"actualizacion de software oara nokia","Male","36","Mexican","2","12","Sales","MXN","6"
"560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Blackberry",NA,NA,"Male","27","Other","4","20","Inst, Maint & Repair","EUR","3"
"563","Nokia",NA,NA,"Female","38","Italian","3","21","Biz & Fin Ops","EUR","3"
"564","Nokia","Yes","slovoed dictionary","Male","31","Italian","5","19","Healthcare Sup","EUR","6"
"565","Windows",NA,"<U+306A><U+3057>","Male","16","Japanese","2","12","Student","JPY","8"
"566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Android",NA,NA,"Female","28","American","3","16","Healthcare Sup","USD","1"
"568","Nokia",NA,NA,"Male","74","Italian","7","32","Healthcare Pract & Tech","EUR","10"
"569","iOS",NA,"Rezepte","Male","27","Other","2","11","Inst, Maint & Repair","EUR","4"
"570","Nokia",NA,"fecbook, juegos diversos, y buscadores, ebudi, gps","Male","27","Mexican","2","14","AFF","MXN","3"
"571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Android","Yes","Ski safari","Male","20","French","5","15","Student","EUR","1"
"573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Android","Yes","GOOGLE MAPS","Male","19","Brazillian","2","12","Student","BRL","1"
"575","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Nokia","Yes","Excel Formulas","Male","31","Italian","6","21","Comp & Math","EUR","4"
"577","Samsung","Yes",NA,"Male","26","Brazillian","3","21","Sales","BRL","3"
"578","Nokia",NA,NA,"Female","33","Italian","3","5","Off & Admin Sup","EUR","Prefer not to say"
"579","Android",NA,"facewarp","Male","44","Mexican","5","18","Sales","MXN","Prefer not to say"
"580","Blackberry",NA,NA,"Female","25","Other","3","17","Arts, Entmt & Sports","EUR","3"
"581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","iOS","Yes",NA,"Female","23","American","3","15","Prsn Care & Svcs","USD","3"
"583","Nokia",NA,NA,"Male","33","Italian","6","19","Life, Phys & Soc Sci","EUR","4"
"584","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","iOS","Yes","Wetterdienst","Male","16","German","2","5","Student","EUR","Prefer not to say"
"586","Not sure",NA,"<U+5229><U+7528><U+3057><U+306A><U+3044>","Male","69","Japanese","3","12","Other","JPY","6"
"587","Android","Yes","nitrostreet racing","Female","30","Mexican","4","15","Sales","MXN","2"
"588","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Nokia",NA,"<U+043A><U+0430><U+0440><U+0442><U+044B>","Male","47","Russian","2","25","Inst, Maint & Repair","RUB","2"
